E5,metric long ton Use ton (UK) or long ton (US) (common code LTN) ,
E50,accounting unit ,A unit of count defining the number of accounting units. 
E51,job ,A unit of count defining the number of jobs. 
E52,run foot ,A unit of count defining the number feet per run. 
E53,test ,A unit of count defining the number of tests. 
E54,trip ,A unit of count defining the number of trips. 
E55,use ,A unit of count defining the number of times an object is used. 
E56,well ,A unit of count defining the number of wells. 
E57,zone ,A unit of count defining the number of zones. 
E58,exabit per second ,A unit of information equal to 10¹? bits (binary digits) per second. 
E59,exbibyte ,A unit of information equal to 2?? bytes. 
E60,pebibyte ,A unit of information equal to 2?? bytes. 
E61,tebibyte ,A unit of information equal to 2?? bytes. 
E62,gibibyte ,A unit of information equal to 2³? bytes. 
E63,mebibyte ,A unit of information equal to 2²? bytes. 
E64,kibibyte ,A unit of information equal to 2¹? bytes. 
E65,exbibit per metre ,A unit of information equal to 2?? bits (binary digits) per metre. 
E66,exbibit per square metre ,A unit of information equal to 2?? bits (binary digits) per square metre. 
E67,exbibit per cubic metre ,A unit of information equal to 2?? bits (binary digits) per cubic metre. 
E68,gigabyte per second ,A unit of information equal to 10? bytes per second. 
E69,gibibit per metre ,A unit of information equal to 2³? bits (binary digits) per metre. 
E70,gibibit per square metre ,A unit of information equal to 2³? bits (binary digits) per square metre. 
E71,gibibit per cubic metre ,A unit of information equal to 2³? bits (binary digits) per cubic metre. 
E72,kibibit per metre ,A unit of information equal to 2¹? bits (binary digits) per metre. 
E73,kibibit per square metre ,A unit of information equal to 2¹? bits (binary digits) per square metre. 
E74,kibibit per cubic metre ,A unit of information equal to 2¹? bits (binary digits) per cubic metre. 
E75,mebibit per metre ,A unit of information equal to 2²? bits (binary digits) per metre. 
E76,mebibit per square metre ,A unit of information equal to 2²? bits (binary digits) per square metre. 
E77,mebibit per cubic metre ,A unit of information equal to 2²? bits (binary digits) per cubic metre. 
E78,petabit ,A unit of information equal to 10¹? bits (binary digits). 
E79,petabit per second ,A unit of information equal to 10¹? bits (binary digits) per second. 
E80,pebibit per metre ,A unit of information equal to 2?? bits (binary digits) per metre. 
E81,pebibit per square metre ,A unit of information equal to 2?? bits (binary digits) per square metre. 
E82,pebibit per cubic metre ,A unit of information equal to 2?? bits (binary digits) per cubic metre. 
E83,terabit ,A unit of information equal to 10¹² bits (binary digits). 
E84,terabit per second ,A unit of information equal to 10¹² bits (binary digits) per second. 
E85,tebibit per metre ,A unit of information equal to 2?? bits (binary digits) per metre. 
E86,tebibit per cubic metre ,A unit of information equal to 2?? bits (binary digits) per cubic metre. 
E87,tebibit per square metre ,A unit of information equal to 2?? bits (binary digits) per square metre. 
E88,bit per metre ,A unit of information equal to 1 bit (binary digit) per metre. 
E89,bit per square metre ,A unit of information equal to 1 bit (binary digit) per square metre. 
E90,reciprocal centimetre ,
E91,reciprocal day ,
E92,cubic decimetre per hour ,
E93,kilogram per hour ,
E94,kilomole per second ,
E95,mole per second ,
E96,degree per second ,
E97,millimetre per degree Celcius metre ,
E98,degree Celsius per kelvin ,
E99,hectopascal per bar ,
EA,each ,A unit of count defining the number of items regarded as separate units. 
EB,electronic mail box ,A unit of count defining the number of electronic mail boxes. 
EC,each per month ,
EP,eleven pack ,
EQ,equivalent gallon ,A unit of volume defining the number of gallons of product produced from concentrate. 
EV,envelope ," Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet). "
F01,bit per cubic metre ,A unit of information equal to 1 bit (binary digit) per cubic metre. 
F02,kelvin per kelvin ,
F03,kilopascal per bar ,
F04,millibar per bar ,
F05,megapascal per bar ,
F06,poise per bar ,
F07,pascal per bar ,
F08,milliampere per inch ,
F1,thousand cubic foot per day ,
F10,kelvin per hour ,
F11,kelvin per minute ,
F12,kelvin per second ,
F13,slug ,A unit of mass. One slug is the mass accelerated at 1 foot per second per second by a force of 1 pou
F14,gram per kelvin ,
F15,kilogram per kelvin ,
F16,milligram per kelvin ,
F17,pound-force per foot ,
F18,kilogram square centimetre ,
F19,kilogram square millimetre ,
F20,pound inch squared ,
F21,pound-force inch ,
F22,pound-force foot per ampere ,
F23,gram per cubic decimetre ,
F24,kilogram per kilomol ,
F25,gram per hertz ,
F26,gram per day ,
F27,gram per hour ,
F28,gram per minute ,
F29,gram per second ,
F30,kilogram per day ,
F31,kilogram per minute ,
F32,milligram per day ,
F33,milligram per minute ,
F34,milligram per second ,
F35,gram per day kelvin ,
F36,gram per hour kelvin ,
F37,gram per minute kelvin ,
F38,gram per second kelvin ,
F39,kilogram per day kelvin ,
F40,kilogram per hour kelvin ,
F41,kilogram per minute kelvin ,
F42,kilogram per second kelvin ,
F43,milligram per day kelvin ,
F44,milligram per hour kelvin ,
F45,milligram per minute kelvin ,
F46,milligram per second kelvin ,
F47,newton per millimetre ,
F48,pound-force per inch ,
F49,rod [unit of distance] ,A unit of distance equal to 5.5 yards (16 feet 6 inches). 
F50,micrometre per kelvin ,
F51,centimetre per kelvin ,
F52,metre per kelvin ,
F53,millimetre per kelvin ,
F54,milliohm per metre ,
F55,ohm per mile (statute mile) ,
F56,ohm per kilometre ,
F57,milliampere per pound-force per square inch ,
F58,reciprocal bar ,
F59,milliampere per bar ,
F60,degree Celsius per bar ,
F61,kelvin per bar ,
F62,gram per day bar ,
F63,gram per hour bar ,
F64,gram per minute bar ,
F65,gram per second bar ,
F66,kilogram per day bar ,
F67,kilogram per hour bar ,
F68,kilogram per minute bar ,
F69,kilogram per second bar ,
F70,milligram per day bar ,
F71,milligram per hour bar ,
F72,milligram per minute bar ,
F73,milligram per second bar ,
F74,gram per bar ,
F75,milligram per bar ,
F76,milliampere per millimetre ,
F77,pascal second per kelvin ,
F78,inch of water ,
F79,inch of mercury ,
F80,water horse power ,A unit of power defining the amount of power required to move a given volume of water against accele
F81,bar per kelvin ,
F82,hectopascal per kelvin ,
F83,kilopascal per kelvin ,
F84,millibar per kelvin ,
F85,megapascal per kelvin ,
F86,poise per kelvin ,
F87,volt per litre minute ,
F88,newton centimetre ,
F89,newton metre per degree ,
F9,fibre per cubic centimetre of air ,
F90,newton metre per ampere ,
F91,bar litre per second ,
F92,bar cubic metre per second ,
F93,hectopascal litre per second ,
F94,hectopascal cubic metre per second ,
F95,millibar litre per second ,
F96,millibar cubic metre per second ,
F97,megapascal litre per second ,
F98,megapascal cubic metre per second ,
F99,pascal litre per second ,
FAH,degree Fahrenheit ,Refer ISO 80000-5 (Quantities and units  Part 5: Thermodynamics) 
FAR,farad ,
FB,field ,
FBM,fibre metre ,A unit of length defining the number of metres of individual fibre. 
FC,thousand cubic foot ,A unit of volume equal to one thousand cubic foot. 
FD,million particle per cubic foot ,
FE,track foot ,
FF,hundred cubic metre ,A unit of volume equal to one hundred cubic metres. 
FG,transdermal patch ,
FH,micromole ,
FIT,failures in time ,A unit of count defining the number of failures that can be expected over a specified time interval.
FL,flake ton ,A unit of mass defining the number of tons of a flaked substance (flake: a small flattish fragment).
FM,million cubic foot ,
FOT,foot ,
FP,pound per square foot ,
FR,foot per minute ,
FS,foot per second ,
FTK,square foot ,
FTQ,cubic foot ,
G01,pascal cubic metre per second ,
G04,centimetre per bar ,
G05,metre per bar ,
G06,millimetre per bar ,
G08,square inch per second ,
G09,square metre per second kelvin ,
G10,stokes per kelvin ,
G11,gram per cubic centimetre bar ,
G12,gram per cubic decimetre bar ,
G13,gram per litre bar ,
G14,gram per cubic metre bar ,
G15,gram per millilitre bar ,
G16,kilogram per cubic centimetre bar ,
G17,kilogram per litre bar ,
G18,kilogram per cubic metre bar ,
G19,newton metre per kilogram ,
G2,US gallon per minute ,
G20,pound-force foot per pound ,
G21,cup [unit of volume] ,
G23,peck ,
G24,tablespoon (US) ,
G25,teaspoon (US) ,
G26,stere ,
G27,cubic centimetre per kelvin ,
G28,litre per kelvin ,
G29,cubic metre per kelvin ,
G3,Imperial gallon per minute ,
G30,millilitre per kelvin ,
G31,kilogram per cubic centimetre ,
G32,ounce (avoirdupois) per cubic yard ,
G33,gram per cubic centimetre kelvin ,
G34,gram per cubic decimetre kelvin ,
G35,gram per litre kelvin ,
G36,gram per cubic metre kelvin ,
G37,gram per millilitre kelvin ,
G38,kilogram per cubic centimetre kelvin ,
G39,kilogram per litre kelvin ,
G40,kilogram per cubic metre kelvin ,
G41,square metre per second bar ,
G42,microsiemens per centimetre ,
G43,microsiemens per metre ,
G44,nanosiemens per centimetre ,
G45,nanosiemens per metre ,
G46,stokes per bar ,
G47,cubic centimetre per day ,
G48,cubic centimetre per hour ,
G49,cubic centimetre per minute ,
G50,gallon (US) per hour ,
G51,litre per second ,
G52,cubic metre per day ,
G53,cubic metre per minute ,
G54,millilitre per day ,
G55,millilitre per hour ,
G56,cubic inch per hour ,
G57,cubic inch per minute ,
G58,cubic inch per second ,
G59,milliampere per litre minute ,
G60,volt per bar ,
G61,cubic centimetre per day kelvin ,
G62,cubic centimetre per hour kelvin ,
G63,cubic centimetre per minute kelvin ,
G64,cubic centimetre per second kelvin ,
G65,litre per day kelvin ,
G66,litre per hour kelvin ,
G67,litre per minute kelvin ,
G68,litre per second kelvin ,
G69,cubic metre per day kelvin ,
G7,microfiche sheet ,
G70,cubic metre per hour kelvin ,
G71,cubic metre per minute kelvin ,
G72,cubic metre per second kelvin ,
G73,millilitre per day kelvin ,
G74,millilitre per hour kelvin ,
G75,millilitre per minute kelvin ,
G76,millilitre per second kelvin ,
G77,millimetre to the fourth power ,
G78,cubic centimetre per day bar ,
G79,cubic centimetre per hour bar ,
G80,cubic centimetre per minute bar ,
G81,cubic centimetre per second bar ,
G82,litre per day bar ,
G83,litre per hour bar ,
G84,litre per minute bar ,
G85,litre per second bar ,
G86,cubic metre per day bar ,
G87,cubic metre per hour bar ,
G88,cubic metre per minute bar ,
G89,cubic metre per second bar ,
G90,millilitre per day bar ,
G91,millilitre per hour bar ,
G92,millilitre per minute bar ,
G93,millilitre per second bar ,
G94,cubic centimetre per bar ,
G95,litre per bar ,
G96,cubic metre per bar ,
G97,millilitre per bar ,
G98,microhenry per kiloohm ,
G99,microhenry per ohm ,
GB,gallon (US) per day ,
GBQ,gigabecquerel ,
GC,gram per 100 gram ,
GD,gross barrel ,
GDW,"gram, dry weight ","A unit of mass defining the number of grams of a product, disregarding the water content of the prod"
GE,pound per gallon (US) ,
GF,gram per metre (gram per 100 centimetres) ,
GFI,gram of fissile isotope ,A unit of mass defining the number of grams of a fissile isotope (fissile isotope: an isotope whose 
GGR,great gross ,A unit of count defining the number of units in multiples of 1728 (12 x 12 x 12). 
GH,half gallon (US) ,
GIA,gill (US) ,
GIC,"gram, including container ","A unit of mass defining the number of grams of a product, including its container. "
GII,gill (UK) ,
GIP,"gram, including inner packaging ","A unit of mass defining the number of grams of a product, including its inner packaging materials. "
GJ,gram per millilitre ,
GK,gram per kilogram ,
GL,gram per litre ,
GLD,dry gallon (US) ,
GLI,gallon (UK) ,
GLL,gallon (US) ,
GM,gram per square metre ,
GN,gross gallon ,
GO,milligram per square metre ,
GP,milligram per cubic metre ,
GQ,microgram per cubic metre ,
GRM,gram ,
GRN,grain ,
GRO,gross ,A unit of count defining the number of units in multiples of 144 (12 x 12). 
GRT,gross register ton ,"A unit of mass equal to the total cubic footage before deductions, where 1 register ton is equal to "
GT,gross ton ,A unit of mass equal to 2240 pounds. Refer International Convention on Tonnage measurement of Ships.
GV,gigajoule ,
GW,gallon per thousand cubic foot ,
GWH,gigawatt hour ,
GY,gross yard ,
GZ,gage system ,
H03,henry per kiloohm ,
H04,henry per ohm ,
H05,millihenry per kiloohm ,
H06,millihenry per ohm ,
H07,pascal second per bar ,
H08,microbecquerel ,
H09,reciprocal year ,
H1,half page  electronic ,
H10,reciprocal hour ,
H11,reciprocal month ,
H12,degree Celsius per hour ,
H13,degree Celsius per minute ,
H14,degree Celsius per second ,
H15,square centimetre per gram ,
H16,square decametre Synonym: are ,
H18,square hectometre Synonym: hectare ,
H19,cubic hectometre ,
H2,half litre ,
H20,cubic kilometre ,
H21,blank ,A unit of count defining the number of blanks. 
H22,volt square inch per pound-force ,
H23,volt per inch ,
H24,volt per microsecond ,
H25,percent per kelvin ,"A unit of proportion, equal to 0.01, in relation to the SI base unit Kelvin. "
H26,ohm per metre ,
H27,degree per metre ,
H28,microfarad per kilometre ,
H29,microgram per litre ,
H30,square micrometre (square micron) ,
H31,ampere per kilogram ,
H32,ampere squared second ,
H33,farad per kilometre ,
H34,hertz metre ,
H35,kelvin metre per watt ,
H36,megaohm per kilometre ,
H37,megaohm per metre ,
H38,megaampere ,
H39,megahertz kilometre ,
H40,newton per ampere ,
H41,"newton metre watt to the power minus 0,5 ",
H42,pascal per metre ,
H43,siemens per centimetre ,
H44,teraohm ,
H45,volt second per metre ,
H46,volt per second ,
H47,watt per cubic metre ,
H48,attofarad ,
H49,centimetre per hour ,
H50,reciprocal cubic centimetre ,
H51,decibel per kilometre ,
H52,decibel per metre ,
H53,kilogram per bar ,
H54,kilogram per cubic decimetre kelvin ,
H55,kilogram per cubic decimetre bar ,
H56,kilogram per square metre second ,
H57,inch per two pi radiant ,
H58,metre per volt second ,
H59,square metre per newton ,
H60,cubic metre per cubic metre ,
H61,millisiemens per centimetre ,
H62,millivolt per minute ,
H63,milligram per square centimetre ,
H64,milligram per gram ,
H65,millilitre per cubic metre ,
H66,millimetre per year ,
H67,millimetre per hour ,
H68,millimole per gram ,
H69,picopascal per kilometre ,
H70,picosecond ,
H71,percent per month ,"A unit of proportion, equal to 0.01, in relation to a month. "
H72,percent per hectobar ,"A unit of proportion, equal to 0.01, in relation to 100-fold of the unit bar. "
H73,percent per decakelvin ,"A unit of proportion, equal to 0.01, in relation to 10-fold of the SI base unit Kelvin. "
H74,watt per metre ,
H75,decapascal ,
H76,gram per millimetre ,
H77,module width ,A unit of measure used to describe the breadth of electronic assemblies as an installation standard 
H78,conventional centimetre of water ,
H79,French gauge ,A unit of distance used for measuring the diameter of small tubes such as urological instruments and
H80,rack unit ,A unit of measure used to describe the height in rack units of equipment intended for mounting in a 
H81,millimetre per minute ,
H82,big point ,A unit of length defining the number of big points (big point: Adobe software(US) defines the big po
H83,litre per kilogram ,
H84,gram millimetre ,
H85,reciprocal week ,
H87,piece ,"A unit of count defining the number of pieces (piece: a single item, article or exemplar). "
H88,megaohm kilometre ,
H89,percent per ohm ,"A unit of proportion, equal to 0.01, in relation to the SI derived unit ohm. "
H90,percent per degree ,"A unit of proportion, equal to 0.01, in relation to an angle of one degree. "
H91,percent per ten thousand ,"A unit of proportion, equal to 0.01, in relation to multiples of ten thousand. "
H92,percent per one hundred thousand ,"A unit of proportion, equal to 0.01, in relation to multiples of one hundred thousand. "
H93,percent per hundred ,"A unit of proportion, equal to 0.01, in relation to multiples of one hundred. "
H94,percent per thousand ,"A unit of proportion, equal to 0.01, in relation to multiples of one thousand. "
H95,percent per volt ,"A unit of proportion, equal to 0.01, in relation to the SI derived unit volt. "
H96,percent per bar ,"A unit of proportion, equal to 0.01, in relation to an atmospheric pressure of one bar. "
H98,percent per inch ,"A unit of proportion, equal to 0.01, in relation to an inch. "
H99,percent per metre ,"A unit of proportion, equal to 0.01, in relation to a metre. "
HA,hank ,"A unit of length, typically for yarn. "
HAR,hectare Synonym: square hectometre ,Synonym: square hectometre 
HBA,hectobar ,
HBX,hundred boxes ,A unit of count defining the number of boxes in multiples of one hundred box units. 
HC,hundred count ,A unit of count defining the number of units counted in multiples of 100. 
HD,half dozen ,
HDW,"hundred kilogram, dry weight ","A unit of mass defining the number of hundred kilograms of a product, disregarding the water content"
HE,hundredth of a carat ,
HEA,head ,A unit of count defining the number of heads (head: a person or animal considered as one of a number
HF,hundred foot ,
HGM,hectogram ,
HH,hundred cubic foot ,A unit of volume equal to one hundred cubic foot. 
HI,hundred sheet ,
HIU,hundred international unit ,A unit of count defining the number of international units in multiples of 100. 
HJ,metric horse power ,
HK,hundred kilogram ,
HKM,"hundred kilogram, net mass ","A unit of mass defining the number of hundred kilograms of a product, after deductions. "
HL,hundred foot (linear) ,
HLT,hectolitre ,
HM,mile per hour (statute mile) ,
HMQ,million cubic metre ,A unit of volume equal to one million cubic metres. 
HMT,hectometre ,
HN,conventional millimetre of mercury ,
HO,hundred troy ounce ,
HP,conventional millimetre of water ,
HPA,hectolitre of pure alcohol ,A unit of volume equal to one hundred litres of pure alcohol. 
HS,hundred square foot ,
HT,half hour ,
HTZ,hertz ,
HUR,hour ,
HY,hundred yard ,
IA,inch pound (pound inch) ,
IC,count per inch ,
IE,person ,A unit of count defining the number of persons. 
IF,inches of water ,Use inch of water (common code F78) 
II,column inch ,
IL,inch per minute ,
IM,impression ,
INH,inch ,
INK,square inch ,
INQ,cubic inch ,Synonym: inch cubed 
IP,insurance policy ,
ISD,international sugar degree ,"A unit of measure defining the sugar content of a solution, expressed in degrees. "
IT,count per centimetre ,
IU,inch per second ,
IV,inch per second squared ,
J10,percent per millimetre ,"A unit of proportion, equal to 0.01, in relation to a millimetre. "
J12,per mille per psi ,A unit of pressure equal to one thousandth of a psi (pound-force per square inch). 
J13,degree API ,A unit of relative density as a measure of how heavy or light a petroleum liquid is compared to wate
J14,degree Baume (origin scale) ,A traditional unit of relative density for liquids. Named after Antoine Baumé. 
J15,degree Baume (US heavy) ,A unit of relative density for liquids heavier than water. 
J16,degree Baume (US light) ,A unit of relative density for liquids lighter than water. 
J17,degree Balling ,"A unit of density as a measure of sugar content, especially of beer wort. Named after Karl Balling. "
J18,degree Brix ,A unit of proportion used in measuring the dissolved sugar-to-water mass ratio of a liquid. Named af
J19,degree Fahrenheit hour square foot per British thermal unit (thermochemical) ,
J2,joule per kilogram ,
J20,degree Fahrenheit per kelvin ,
J21,degree Fahrenheit per bar ,
J22,degree Fahrenheit hour square foot per British thermal unit (international table) ,
J23,degree Fahrenheit per hour ,
J24,degree Fahrenheit per minute ,
J25,degree Fahrenheit per second ,
J26,reciprocal degree Fahrenheit ,
J27,degree Oechsle ,"A unit of density as a measure of sugar content of must, the unfermented liqueur from which wine is "
J28,degree Rankine per hour ,
J29,degree Rankine per minute ,
J30,degree Rankine per second ,
J31,degree Twaddell ,A unit of density for liquids that are heavier than water. 1 degree Twaddle represents a difference 
J32,micropoise ,
J33,microgram per kilogram ,
J34,microgram per cubic metre kelvin ,
J35,microgram per cubic metre bar ,
J36,microlitre per litre ,
J38,baud A,A unit of signal transmission speed equal to one signalling event per second. 
J39,British thermal unit (mean) ,
J40,British thermal unit (international table) foot per hour square foot degree Fahrenheit ,
J41,British thermal unit (international table) inch per hour square foot degree Fahrenheit ,
J42,British thermal unit (international table) inch per second square foot degree Fahrenheit ,
J43,British thermal unit (international table) per pound degree Fahrenheit ,
J44,British thermal unit (international table) per minute ,
J45,British thermal unit (international table) per second ,
J46,British thermal unit (thermochemical) foot per hour square foot degree Fahrenheit ,
J47,British thermal unit (thermochemical) per hour ,
J48,British thermal unit (thermochemical) inch per hour square foot degree Fahrenheit ,
J49,British thermal unit (thermochemical) inch per second square foot degree Fahrenheit ,
J50,British thermal unit (thermochemical) per pound degree Fahrenheit ,
J51,British thermal unit (thermochemical) per minute ,
J52,British thermal unit (thermochemical) per second ,
J53,coulomb square metre per kilogram ,
J54,megabaud ,A unit of signal transmission speed equal to 10? (1000000) signaling events per second. 
J55,watt second ,
J56,bar per bar ,
J57,barrel (UK petroleum) ,
J58,barrel (UK petroleum) per minute ,
J59,barrel (UK petroleum) per day ,
J60,barrel (UK petroleum) per hour ,
J61,barrel (UK petroleum) per second ,
J62,barrel (US petroleum) per hour ,
J63,barrel (US petroleum) per second ,
J64,bushel (UK) per day ,
J65,bushel (UK) per hour ,
J66,bushel (UK) per minute ,
J67,bushel (UK) per second ,
J68,bushel (US dry) per day ,
J69,bushel (US dry) per hour ,
J70,bushel (US dry) per minute ,
J71,bushel (US dry) per second ,
J72,centinewton metre ,
J73,centipoise per kelvin ,
J74,centipoise per bar ,
J75,calorie (mean) ,
J76,calorie (international table) per gram degree Celsius ,
J78,calorie (thermochemical) per centimetre second degree Celsius ,
J79,calorie (thermochemical) per gram degree Celsius ,
J81,calorie (thermochemical) per minute ,
J82,calorie (thermochemical) per second ,
J83,clo ,
J84,centimetre per second kelvin ,
J85,centimetre per second bar ,
J87,cubic centimetre per cubic metre ,
J89,centimetre of mercury ,
J90,cubic decimetre per day ,
J91,cubic decimetre per cubic metre ,
J92,cubic decimetre per minute ,
J93,cubic decimetre per second ,
J94,dyne centimetre ,
J95,ounce (UK fluid) per day ,
J96,ounce (UK fluid) per hour ,
J97,ounce (UK fluid) per minute ,
J98,ounce (UK fluid) per second ,
J99,ounce (US fluid) per day ,
JB,jumbo ,
JE,joule per kelvin ,
JG,jug ," Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet). "
JK,megajoule per kilogram ,
JM,megajoule per cubic metre ,
JNT,pipeline joint A count of the number of pipeline joints. ,
JO,joint ,
JOU,joule ,
JPS,hundred metre ,A unit of count defining the number of 100 metre lengths. 
JR,jar ," Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet). "
JWL,number of jewels ,A unit of count defining the number of jewels (jewel: precious stone). 
K1,kilowatt demand ,A unit of measure defining the power load measured at predetermined intervals. 
K10,ounce (US fluid) per hour ,
K11,ounce (US fluid) per minute ,
K12,ounce (US fluid) per second ,
K13,foot per degree Fahrenheit ,
K14,foot per hour ,
K15,foot pound-force per hour ,
K16,foot pound-force per minute ,
K17,foot per psi ,
K18,foot per second degree Fahrenheit ,
K19,foot per second psi ,
K2,kilovolt ampere reactive demand ,A unit of measure defining the reactive power demand equal to one kilovolt ampere of reactive power.
K20,reciprocal cubic foot ,
K21,cubic foot per degree Fahrenheit ,
K22,cubic foot per day ,
K23,cubic foot per psi ,
K24,foot of water ,
K25,foot of mercury ,
K26,gallon (UK) per day ,
K27,gallon (UK) per hour ,
K28,gallon (UK) per second ,
K3,kilovolt ampere reactive hour ,A unit of measure defining the accumulated reactive energy equal to one kilovolt ampere of reactive 
K30,gallon (US liquid) per second ,
K31,gram-force per square centimetre ,
K32,gill (UK) per day ,
K33,gill (UK) per hour ,
K34,gill (UK) per minute ,
K35,gill (UK) per second ,
K36,gill (US) per day ,
K37,gill (US) per hour ,
K38,gill (US) per minute ,
K39,gill (US) per second ,
K40,standard acceleration of free fall ,
K41,grain per gallon (US) ,
K42,horsepower (boiler) ,
K43,horsepower (electric) ,
K45,inch per degree Fahrenheit ,
K46,inch per psi ,
K47,inch per second degree Fahrenheit ,
K48,inch per second psi ,
K49,reciprocal cubic inch ,
K5,kilovolt ampere ,(reactive) Use kilovar (common code KVR) 
K50,kilobaud ,A unit of signal transmission speed equal to 10³ (1000) signaling events per second. 
K51,kilocalorie (mean) ,
K52,kilocalorie (international table) per hour metre degree Celsius ,
K53,kilocalorie (thermochemical) ,
K54,kilocalorie (thermochemical) per minute ,
K55,kilocalorie (thermochemical) per second ,
K58,kilomole per hour ,
K59,kilomole per cubic metre kelvin ,
K6,kilolitre ,
K60,kilomole per cubic metre bar ,
K61,kilomole per minute ,
K62,litre per litre ,
K63,reciprocal litre ,
K64,pound (avoirdupois) per degree Fahrenheit ,
K65,pound (avoirdupois) square foot ,
K66,pound (avoirdupois) per day ,
K67,pound per foot hour ,
K68,pound per foot second ,
K69,pound (avoirdupois) per cubic foot degree Fahrenheit ,
K70,pound (avoirdupois) per cubic foot psi ,
K71,pound (avoirdupois) per gallon (UK) ,
K73,pound (avoirdupois) per hour degree Fahrenheit ,
K74,pound (avoirdupois) per hour psi ,
K75,pound (avoirdupois) per cubic inch degree Fahrenheit ,
K76,pound (avoirdupois) per cubic inch psi ,
K77,pound (avoirdupois) per psi ,
K78,pound (avoirdupois) per minute ,
K79,pound (avoirdupois) per minute degree Fahrenheit ,
K80,pound (avoirdupois) per minute psi ,
K81,pound (avoirdupois) per second ,
K82,pound (avoirdupois) per second degree Fahrenheit ,
K83,pound (avoirdupois) per second psi ,
K84,pound per cubic yard ,
K85,pound-force per square foot ,
K86,pound-force per square inch degree Fahrenheit ,
K87,psi cubic inch per second ,
K88,psi litre per second ,
K89,psi cubic metre per second ,
K90,psi cubic yard per second ,
K91,pound-force second per square foot ,
K92,pound-force second per square inch ,
K93,reciprocal psi ,
K94,quart (UK liquid) per day ,
K95,quart (UK liquid) per hour ,
K96,quart (UK liquid) per minute ,
K97,quart (UK liquid) per second ,
K98,quart (US liquid) per day ,
K99,quart (US liquid) per hour ,
KA,cake ,"A unit of count defining the number of cakes (cake: object shaped into a flat, compact mass). "
KAT,katal ,A unit of catalytic activity defining the catalytic activity of enzymes and other catalysts. 
KB,kilocharacter ,A unit of information equal to 10³ (1000) characters. 
KBA,kilobar ,
KCC,kilogram of choline chloride ,A unit of mass equal to one thousand grams of choline chloride. 
KD,kilogram decimal ,
KDW,kilogram drained net weight ,"A unit of mass defining the net number of kilograms of a product, disregarding the liquid content of"
KEL,kelvin ,Refer ISO 80000-5 (Quantities and units  Part 5: Thermodynamics) 
KF,kilopacket ,
KG,keg ," Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet). "
KGM,kilogram ,A unit of mass equal to one thousand grams. 
KGS,kilogram per second ,
KHY,kilogram of hydrogen peroxide ,A unit of mass equal to one thousand grams of hydrogen peroxide. 
KHZ,kilohertz ,
KI,kilogram per millimetre width ,
KIC,"kilogram, including container ","A unit of mass defining the number of kilograms of a product, including its container. "
KIP,"kilogram, including inner packaging ","A unit of mass defining the number of kilograms of a product, including its inner packaging material"
KJ,kilosegment ,A unit of information equal to 10³ (1000) segments. 
KJO,kilojoule ,
KL,kilogram per metre ,
KLK,lactic dry material percentage ,A unit of proportion defining the percentage of dry lactic material in a product. 
KLX,kilolux A,A unit of illuminance equal to one thousand lux. 
KMA,kilogram of methylamine ,A unit of mass equal to one thousand grams of methylamine. 
KMH,kilometre per hour ,
KMK,square kilometre ,
KMQ,kilogram per cubic metre ,A unit of weight expressed in kilograms of a substance that fills a volume of one cubic metre. 
KMT,kilometre ,
KNI,kilogram of nitrogen ,A unit of mass equal to one thousand grams of nitrogen. 
KNS,kilogram named substance ,A unit of mass equal to one kilogram of a named substance. 
KNT,knot ,
KO,milliequivalence caustic potash per gram of product ,A unit of count defining the number of milligrams of potassium hydroxide per gram of product as a me
KPA,kilopascal ,
KPH,kilogram of potassium hydroxide (caustic potash) ,A unit of mass equal to one thousand grams of potassium hydroxide (caustic potash). 
KPO,kilogram of potassium oxide ,A unit of mass equal to one thousand grams of potassium oxide. 
KPP,kilogram of phosphorus pentoxide (phosphoric anhydride) ,A unit of mass equal to one thousand grams of phosphorus pentoxide phosphoric anhydride. 
KR,kiloroentgen ,
KS,thousand pound per square inch ,
KSD,kilogram of substance 90 % dry ,A unit of mass equal to one thousand grams of a named substance that is 90% dry. 
KSH,kilogram of sodium hydroxide (caustic soda) ,A unit of mass equal to one thousand grams of sodium hydroxide (caustic soda). 
KT,kit ,"A unit of count defining the number of kits (kit: tub, barrel or pail). "
KTM,kilometre ,
KTN,kilotonne ,
KUR,kilogram of uranium ,A unit of mass equal to one thousand grams of uranium. 
KVA,kilovolt - ampere ,
KVR,kilovar ,
KVT,kilovolt ,
KW,kilogram per millimetre ,
KWH,kilowatt hour ,
KWO,kilogram of tungsten trioxide ,A unit of mass equal to one thousand grams of tungsten trioxide. 
KWT,kilowatt ,
KX,millilitre per kilogram ,
L10,quart (US liquid) per minute ,
L11,quart (US liquid) per second ,
L12,metre per second kelvin ,
L13,metre per second bar ,
L14,square metre hour degree Celsius per kilocalorie (international table) ,
L15,millipascal second per kelvin ,
L16,millipascal second per bar ,
L17,milligram per cubic metre kelvin ,
L18,milligram per cubic metre bar ,
L19,millilitre per litre ,
L2,litre per minute ,
L20,reciprocal cubic millimetre ,
